AXIN1 DLL1 FZD1 FZD6
1.41274171424426 0.0297049955256929 0.64300239932427 -1.10774671676665
-2.25561824547741 -1.87165604583927 -1.50456706219868 0.81846460414713
-0.479072194757022 -0.390194838883971 1.12766070598866 -0.872105695909737
-1.25768859720586 0.473038129256121 1.41274171424426 -0.856533952311955
0.132683560729723 -1.59187341278138 -1.67140901862785 0.781523223198635
-0.467020887917199 0.911974974802012 0.629832336879556 -0.0297049955256929
-0.961778715498138 0.559194893150059 -0.534188906942173 -1.45715028295574
-0.292960618155504 0.590943835318379 -1.05975192224977 0.485123395190355
1.47259699517543 0.149042334339077 0.449067074990961 0.192869545529503
-0.105493899675489 -0.895859975997262 -0.281714621877021 0.944922557394403
-0.143585279543328 0.292960618155504 1.02301205887109 0.887887390693732
1.02301205887109 -0.887887390693732 0.841163043357643 0.461020164945819
-1.22326755354762 -0.546650045132011 -1.45715028295574 1.78818894766366
0.683190550358437 -0.29859716844424 -0.491192046443805 -0.803559292796608
0.396019557190229 0.0946404892479681 0.37858396996356 -0.662965359589644
-0.546650045132011 0.309898400809899 -0.321238537976987 2.14071222631778
-1.03206912976815 0.176396224941476 -0.887887390693732 0.18188190746886
1.24605397934291 2.00776460440128 -1.11764944138104 -0.0189015586079778
0.676418760038838 -0.616768427445621 -0.242617295834091 0.0783804325883167
1.69300180139302 0.072965129192716 -0.961778715498138 -0.237062855459827
1.05975192224977 -0.355509649982057 -1.07865789147761 -1.03206912976815
-1.10774671676665 0.198371848268212 1.08825399199979 1.55555036071594
-0.30424302677271 -0.565499670280839 -1.14802265896691 -0.887887390693732
0.920120054259918 0.396019557190229 0.479072194757022 -0.552911814820985
1.97028085073655 0.84882394194033 1.00514016298982 -1.31853895392147
1.39852929374427 0.37858396996356 0.165440273485945 -1.21210418785709
0.116359496784387 0.515647664810884 1.48839576461776 -2.14071222631778
0.856533952311955 0.170915737205278 -1.22326755354762 -0.419452915311269
0.461020164945819 1.33129711770736 0.26491036836175 -0.515647664810884
0.220441725445546 0.864294163021943 -0.703693279264733 0.413573884492594
-0.515647664810884 1.50456706219868 -0.13813241000547 -0.64300239932427
1.25768859720586 1.15838066211346 -1.39852929374427 -1.59187341278138
1.05043669025773 1.00514016298982 1.11764944138104 0.978906899820992
1.45715028295574 0.64300239932427 0.198371848268212 -1.4272392944989
0.49727846966804 -2.25561824547741 -1.4272392944989 0.116359496784387
0.242617295834091 0.372797325042266 0.944922557394403 -0.165440273485944
0.565499670280839 1.53811871654207 0.127238567552521 -0.390194838883971
0.752706760380444 1.12766070598866 -0.864294163021943 -0.461020164945819
-1.52113322938955 0.724489954034332 0.52798879340959 1.28147208061528
0.390194838883971 -0.0459169079278806 -0.259325423352492 -0.54040920114637
0.203880040291714 -1.19021051291682 -1.06915811418044 -0.121797267106414
1.48839576461776 -0.437176507458403 -0.856533952311955 0.872105695909737
-1.35747069976268 -2.65770464691036 2.65770464691036 0.629832336879556
0.0405118296975568 1.78818894766366 1.39852929374427 -0.26491036836175
-1.67140901862785 -1.02301205887109 1.53811871654207 -1.35747069976268
-0.669677218622426 0.731490509203141 0.13813241000547 0.159969664068327
-0.276104771224282 -1.17947036372254 -2.25561824547741 1.04120989900934
0.662965359589644 -2.14071222631778 -0.44311412008757 0.407708822535638
0.367022882348267 0.13813241000547 0.911974974802012 -2.25561824547741
0.315563500470197 0.367022882348267 1.38458832508797 -0.84882394194033
0.231515570146867 1.21210418785709 0.0675519209788644 -1.13778392129635
1.81465158095244 -1.71539670634218 -0.083797988472892 2.04823432940378
-0.26491036836175 -0.100065751161318 0.928325371639134 0.0837979884728921
-0.552911814820985 0.81846460414713 0.703693279264733 -0.326923727927754
0.841163043357643 0.192869545529503 0.419452915311269 -0.944922557394403
-1.87165604583927 -1.03206912976815 1.17947036372254 -0.485123395190355
-0.879969707536344 0.485123395190355 0.187372956660682 0.37858396996356
0.176396224941476 0.110925094704595 0.961778715498138 1.4272392944989
-0.534188906942173 -0.656282629099942 0.597363227415818 1.6108336601205
-0.0189015586079778 0.788826838874801 1.10774671676665 1.35747069976268
0.149042334339077 -1.07865789147761 -1.78818894766366 1.41274171424426
0.669677218622427 -1.05975192224977 -1.02301205887109 0.355509649982057
-0.321238537976987 -0.0297049955256929 -0.110925094704595 -1.90254771309484
-0.856533952311955 -0.95331747041345 -0.0783804325883168 0.833550199946003
0.509505943854053 -0.0243029297536064 0.759852774111448 0.143585279543328
-1.17947036372254 -0.287333170420803 1.28147208061528 -0.703693279264733
0.473038129256121 0.419452915311269 1.71539670634218 -0.509505943854053
-0.24817907805135 -1.11764944138104 0.0351079105687913 1.12766070598866
-1.38458832508797 -0.072965129192716 0.237062855459827 -0.60380682374617
-1.05043669025773 -0.24817907805135 1.59187341278138 0.64300239932427
